algo,linkage,eps,clusters,min_samples,num_clusters,silhouette_score,min_cluster_size,num_representative_clusters,silhouette_score_representative_clusters
DBSCAN,,0.9711388300841892,"[{'num_points': 7875, 'avg_silhouette': 0.43308995182955345}, {'num_points': 76, 'avg_silhouette': 0.4636168907838683}, {'num_points': 58, 'avg_silhouette': 0.4240461658575695}, {'num_points': 18, 'avg_silhouette': 0.43522105133807365}, {'num_points': 61, 'avg_silhouette': 0.4316342512138303}, {'num_points': 27, 'avg_silhouette': 0.4047127079456726}, {'num_points': 32, 'avg_silhouette': 0.49672693320820094}, {'num_points': 21, 'avg_silhouette': 0.5772185641834933}]",10.0,8,0.42263393261259863,,1,0.43308995182955345
DBSCAN,,0.9911388300841892,"[{'num_points': 7876, 'avg_silhouette': 0.43292635356185455}, {'num_points': 76, 'avg_silhouette': 0.46366213912332954}, {'num_points': 58, 'avg_silhouette': 0.42409010007890086}, {'num_points': 18, 'avg_silhouette': 0.43526890585996675}, {'num_points': 61, 'avg_silhouette': 0.4316774984629226}, {'num_points': 27, 'avg_silhouette': 0.40476192303189995}, {'num_points': 32, 'avg_silhouette': 0.4967690863390548}, {'num_points': 21, 'avg_silhouette': 0.5772564175368429}]",10.0,8,0.422557238121105,,1,0.43292635356185455
DBSCAN,,0.9811388300841892,"[{'num_points': 7876, 'avg_silhouette': 0.43292635356185455}, {'num_points': 76, 'avg_silhouette': 0.46366213912332954}, {'num_points': 58, 'avg_silhouette': 0.42409010007890086}, {'num_points': 18, 'avg_silhouette': 0.43526890585996675}, {'num_points': 61, 'avg_silhouette': 0.4316774984629226}, {'num_points': 27, 'avg_silhouette': 0.40476192303189995}, {'num_points': 32, 'avg_silhouette': 0.4967690863390548}, {'num_points': 21, 'avg_silhouette': 0.5772564175368429}]",10.0,8,0.422557238121105,,1,0.43292635356185455
DBSCAN,,0.9611388300841892,"[{'num_points': 7874, 'avg_silhouette': 0.43307499447705017}, {'num_points': 76, 'avg_silhouette': 0.46358440056753986}, {'num_points': 58, 'avg_silhouette': 0.4240091708243978}, {'num_points': 18, 'avg_silhouette': 0.4351836620912887}, {'num_points': 60, 'avg_silhouette': 0.44227390450714066}, {'num_points': 27, 'avg_silhouette': 0.40467572338513425}, {'num_points': 32, 'avg_silhouette': 0.49669512702437146}, {'num_points': 21, 'avg_silhouette': 0.5771874392046209}]",10.0,8,0.42252012503246694,,1,0.43307499447705017
DBSCAN,,0.9511388300841892,"[{'num_points': 7874, 'avg_silhouette': 0.4327332173073244}, {'num_points': 75, 'avg_silhouette': 0.47452325834791603}, {'num_points': 58, 'avg_silhouette': 0.4240091708243978}, {'num_points': 18, 'avg_silhouette': 0.4351836620912887}, {'num_points': 60, 'avg_silhouette': 0.44227390450714066}, {'num_points': 27, 'avg_silhouette': 0.40467572338513425}, {'num_points': 32, 'avg_silhouette': 0.49669512702437146}, {'num_points': 21, 'avg_silhouette': 0.5771874392046209}]",10.0,8,0.422194298206109,,1,0.4327332173073244
DBSCAN,,0.9411388300841892,"[{'num_points': 7874, 'avg_silhouette': 0.4327332173073244}, {'num_points': 75, 'avg_silhouette': 0.47452325834791603}, {'num_points': 58, 'avg_silhouette': 0.4240091708243978}, {'num_points': 18, 'avg_silhouette': 0.4351836620912887}, {'num_points': 60, 'avg_silhouette': 0.44227390450714066}, {'num_points': 27, 'avg_silhouette': 0.40467572338513425}, {'num_points': 32, 'avg_silhouette': 0.49669512702437146}, {'num_points': 21, 'avg_silhouette': 0.5771874392046209}]",10.0,8,0.422194298206109,,1,0.4327332173073244
DBSCAN,,0.9311388300841892,"[{'num_points': 7871, 'avg_silhouette': 0.432709120152185}, {'num_points': 74, 'avg_silhouette': 0.48443526219926963}, {'num_points': 58, 'avg_silhouette': 0.4239139901595643}, {'num_points': 18, 'avg_silhouette': 0.4350855800976697}, {'num_points': 60, 'avg_silhouette': 0.44217875726906164}, {'num_points': 26, 'avg_silhouette': 0.41943314292168693}, {'num_points': 32, 'avg_silhouette': 0.49660492187242206}, {'num_points': 21, 'avg_silhouette': 0.5771060060570765}]",10.0,8,0.4218762484234953,,1,0.432709120152185
DBSCAN,,0.9211388300841892,"[{'num_points': 7871, 'avg_silhouette': 0.432709120152185}, {'num_points': 74, 'avg_silhouette': 0.48443526219926963}, {'num_points': 58, 'avg_silhouette': 0.4239139901595643}, {'num_points': 18, 'avg_silhouette': 0.4350855800976697}, {'num_points': 60, 'avg_silhouette': 0.44217875726906164}, {'num_points': 26, 'avg_silhouette': 0.41943314292168693}, {'num_points': 32, 'avg_silhouette': 0.49660492187242206}, {'num_points': 21, 'avg_silhouette': 0.5771060060570765}]",10.0,8,0.4218762484234953,,1,0.432709120152185
DBSCAN,,0.9111388300841892,"[{'num_points': 7868, 'avg_silhouette': 0.43159145334608817}, {'num_points': 74, 'avg_silhouette': 0.4843460516960869}, {'num_points': 58, 'avg_silhouette': 0.4238214906498694}, {'num_points': 18, 'avg_silhouette': 0.4349899664865693}, {'num_points': 60, 'avg_silhouette': 0.44208715124358106}, {'num_points': 26, 'avg_silhouette': 0.419336538663711}, {'num_points': 31, 'avg_silhouette': 0.5212600572921819}, {'num_points': 21, 'avg_silhouette': 0.5770328865747503}]",10.0,8,0.4205557225943351,,1,0.43159145334608817
DBSCAN,,0.9011388300841892,"[{'num_points': 7868, 'avg_silhouette': 0.43159145334608817}, {'num_points': 74, 'avg_silhouette': 0.4843460516960869}, {'num_points': 58, 'avg_silhouette': 0.4238214906498694}, {'num_points': 18, 'avg_silhouette': 0.4349899664865693}, {'num_points': 60, 'avg_silhouette': 0.44208715124358106}, {'num_points': 26, 'avg_silhouette': 0.419336538663711}, {'num_points': 31, 'avg_silhouette': 0.5212600572921819}, {'num_points': 21, 'avg_silhouette': 0.5770328865747503}]",10.0,8,0.4205557225943351,,1,0.43159145334608817
